-1.19E+00,2.59E-01,-4.56E-01,-5.88E-01,-7.29E-01,-1.64E+00,-2.20E+00,-1.85E+00,-7.26E-01,-1.18E+00,-8.74E-01,-1.39E-02,8.59E-01,1.31E+00,-1.62E-01,-1.54E+00,-5.78E-01,-7.80E-01,-3.47E-01
-5.28E-01,-5.16E-01,-8.40E-01,-3.40E-01,-4.33E-01,-2.01E-01,2.88E-01,4.31E-01,-3.79E-01,-7.39E-02,1.09E-01,-5.45E-01,-1.21E+00,-1.60E+00,-9.20E-01,-5.76E-02,2.69E-02,-5.40E-01,-7.42E-01
-2.66E-01,-3.97E-01,2.50E-01,-1.52E-01,-5.74E-01,-6.29E-01,-2.88E-01,2.15E-01,-6.89E-02,1.70E-02,1.47E-01,-7.10E-02,-7.80E-01,-1.93E-01,2.85E-02,-4.33E-01,-4.78E-01,-3.25E-01,6.07E-02
-1.02E+00,-8.27E-01,-7.69E-01,-1.78E-02,5.44E-02,-2.34E-01,-8.25E-01,-5.39E-01,-2.88E-01,-5.36E-01,-1.75E-01,1.18E-01,-3.91E-01,-6.89E-01,-7.90E-01,-3.27E-01,-2.64E-01,-6.65E-01,-5.84E-01
-1.83E-01,1.56E-01,-3.01E-02,-3.55E-01,3.85E-03,5.05E-01,-1.50E-01,-2.43E-01,-3.58E-01,1.37E-01,-8.15E-02,-3.47E-01,-9.24E-03,1.58E-02,1.84E-01,1.72E-01,2.91E-01,1.71E-01,4.65E-01
-4.39E-02,-3.16E-01,-1.78E-02,-2.74E-02,-2.46E-01,-4.61E-01,-3.57E-01,-4.87E-01,-6.77E-02,-2.85E-01,-1.67E-01,1.43E-02,2.89E-01,1.22E-01,-1.48E-01,-1.44E-01,1.05E-01,-1.80E-01,-1.94E-01
-8.24E-01,-7.30E-01,-2.36E-02,5.98E-02,3.30E-02,-1.47E-01,-6.45E-01,-7.36E-01,-5.52E-02,2.73E-04,-1.65E-01,8.39E-02,-4.80E-01,-2.29E-01,-3.76E-01,-8.36E-02,6.92E-02,-1.20E-01,-1.62E-01
-1.32E+00,-9.85E-01,-5.97E-01,-3.39E-01,-5.86E-01,-5.72E-01,-5.75E-01,-5.51E-01,-5.00E-01,-3.23E-01,-3.40E-02,-3.24E-01,-5.98E-01,-4.99E-01,-1.22E-01,-4.26E-01,-4.24E-01,-3.22E-01,-5.15E-01
-4.83E-01,-3.46E-01,-3.07E-01,-8.68E-02,-6.91E-01,-5.83E-01,-8.45E-01,-3.93E-01,-3.94E-01,-3.56E-01,-6.53E-02,-1.59E-01,-9.29E-01,-9.99E-01,-6.44E-01,-4.87E-01,-5.18E-01,-1.09E+00,-1.02E+00
1.03E-01,-1.21E-01,-5.45E-01,-4.31E-01,-5.83E-01,-7.57E-01,-7.69E-01,-1.51E-01,-7.24E-01,-7.62E-01,-7.28E-01,-4.54E-01,-5.03E-01,-6.45E-01,-7.33E-01,-8.23E-01,-5.09E-01,-1.05E+00,-1.05E+00
6.05E-01,1.46E-01,-7.89E-01,-8.90E-01,-7.83E-01,-8.04E-01,-1.28E-03,5.34E-01,-9.38E-01,-9.44E-01,-5.05E-01,-3.03E-01,-3.25E-01,-5.00E-01,-6.44E-01,-7.70E-01,-7.12E-01,-5.02E-01,-3.15E-01
6.67E-03,3.08E-02,1.98E-02,5.60E-03,5.60E-03,2.73E-02,7.92E-03,4.39E-04,2.36E-02,1.08E-02,1.75E-03,1.64E-03,1.97E-02,1.97E-02,8.27E-03,7.12E-03,4.50E-03,1.03E-02,1.25E-02
5.59E-03,7.13E-03,6.05E-03,4.45E-04,2.12E-02,2.13E-02,3.78E-03,1.17E-03,4.01E-03,1.88E-03,3.91E-04,1.87E-03,4.89E-02,2.86E-02,1.90E-03,1.03E-03,1.47E-03,1.08E-02,1.58E-02
5.49E-03,4.12E-03,3.63E-03,2.98E-04,1.40E-03,1.20E-03,2.21E-03,4.51E-03,4.78E-03,4.13E-04,4.89E-04,1.33E-03,2.45E-03,2.91E-03,1.14E-03,8.31E-04,7.50E-04,1.37E-02,1.59E-02
1.94E-02,4.13E-03,6.37E-04,4.06E-04,3.42E-04,8.87E-04,2.37E-03,2.88E-03,1.63E-03,1.44E-04,5.74E-04,6.60E-04,2.49E-04,1.30E-04,2.43E-04,2.87E-04,8.89E-04,1.93E-04,3.11E-04
1.37E-02,9.88E-03,5.13E-04,2.74E-04,9.92E-04,8.11E-04,7.55E-03,1.12E-02,3.35E-04,3.60E-04,4.22E-04,1.13E-03,3.59E-04,3.93E-04,4.68E-04,1.62E-04,3.59E-04,1.26E-04,1.72E-04
2.20E-03,6.94E-03,5.18E-03,8.93E-03,2.16E-03,1.30E-03,1.75E-03,9.65E-04,4.94E-04,5.32E-04,9.14E-04,1.79E-03,1.72E-04,5.91E-04,4.09E-04,3.22E-04,8.88E-04,2.78E-04,1.34E-04
5.78E-05,6.43E-04,4.56E-04,3.69E-03,2.19E-03,3.96E-04,9.72E-04,1.39E-03,1.84E-03,1.43E-03,1.68E-03,1.87E-03,2.59E-04,2.89E-04,2.73E-03,1.92E-03,7.25E-04,2.61E-04,1.82E-04
2.43E-04,1.24E-03,5.86E-04,3.91E-04,2.03E-04,1.24E-04,4.30E-04,5.35E-04,1.33E-03,7.52E-04,1.27E-03,1.64E-03,4.31E-04,1.75E-04,3.55E-04,2.25E-04,8.73E-04,2.15E-04,2.07E-04
4.81E-05,4.05E-04,4.88E-04,2.95E-04,1.31E-03,5.43E-03,6.77E-03,7.87E-04,1.07E-03,3.09E-04,1.71E-03,2.87E-03,5.45E-04,3.87E-04,3.20E-04,3.31E-04,1.14E-03,8.78E-04,1.64E-03
3.21E-04,7.88E-04,1.02E-02,8.41E-03,9.46E-03,7.64E-03,2.35E-03,3.02E-03,2.30E-03,1.60E-03,5.80E-03,3.57E-02,7.76E-03,3.48E-03,6.67E-03,1.16E-02,1.72E-03,2.97E-03,5.31E-03
9.55E-04,3.37E-03,4.35E-02,8.05E-02,1.13E-01,3.21E-02,3.50E-03,2.23E-03,1.44E-02,1.70E-02,2.97E-02,5.16E-02,2.16E-02,2.04E-02,3.60E-02,6.15E-02,1.80E-02,6.84E-03,7.18E-03
6.03E-04,1.17E-02,2.23E-02,9.77E-03,8.45E-03,1.60E-03,9.98E-03,1.16E-02,7.82E-03,3.83E-02,4.17E-02,1.45E-02,6.92E-03,5.86E-03,6.11E-02,3.52E-02,3.08E-02,8.64E-03,8.50E-03
5.93E-03,8.07E-03,1.26E-02,2.16E-02,3.05E-02,1.11E-02,2.99E-03,3.75E-03,6.72E-03,1.09E-02,1.31E-02,1.59E-02,1.40E-02,9.60E-03,1.82E-02,1.83E-02,9.04E-03,4.89E-03,5.98E-03
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
