2.07E-01,2.01E-01,4.09E-02,4.51E-02,5.54E-02,6.63E-02,1.06E-01,1.80E-01,2.45E-01,1.67E-01,9.48E-02,2.19E-01,1.93E-01,1.48E-01,1.27E-01,4.10E-02,7.49E-02,7.81E-02,2.38E-01,3.20E-01
1.18E-02,1.10E-02,2.06E-02,2.92E-02,4.61E-02,5.01E-02,4.24E-02,2.55E-02,1.35E-02,1.08E-02,4.97E-03,5.50E-03,1.21E-02,1.78E-02,1.73E-02,1.77E-02,1.48E-02,4.26E-02,4.03E-02,3.12E-03
2.14E+00,2.21E+00,3.08E+00,2.91E+00,3.03E+00,2.93E+00,2.76E+00,2.58E+00,2.70E+00,2.76E+00,2.52E+00,2.53E+00,2.76E+00,3.03E+00,3.12E+00,2.86E+00,2.54E+00,2.30E+00,2.15E+00,2.52E+00
2.83E-01,2.70E-01,1.39E-01,1.83E-01,1.67E-01,1.54E-01,2.11E-01,2.46E-01,2.76E-01,2.86E-01,2.17E-01,2.93E-01,2.76E-01,3.50E-01,3.56E-01,1.16E-01,1.52E-01,1.22E-01,2.66E-01,4.59E-01
3.08E-01,2.97E-01,1.92E-01,1.87E-01,1.78E-01,1.64E-01,2.06E-01,2.21E-01,2.80E-01,3.35E-01,2.64E-01,3.18E-01,3.11E-01,2.98E-01,2.97E-01,1.40E-01,2.00E-01,1.69E-01,2.91E-01,3.06E-01
4.63E-01,5.48E-01,2.66E-01,6.82E-01,5.64E-01,7.34E-01,1.29E+00,1.44E+00,1.20E+00,4.52E-01,6.25E-01,5.61E-01,3.16E-01,1.15E+00,1.16E+00,4.31E-01,4.71E-01,2.93E-01,5.58E-01,2.26E+00
0.00E+00,4.71E-04,1.15E-03,1.44E-03,1.74E-03,1.19E-03,1.38E-03,4.28E-04,9.61E-04,8.97E-04,1.11E-03,7.35E-04,9.18E-04,8.47E-04,3.13E-04,1.87E-03,3.93E-04,1.74E-03,4.11E-04,1.34E-03
6.38E-02,7.57E-02,6.10E-02,1.01E-01,9.25E-02,1.50E-01,1.63E-01,1.86E-01,1.54E-01,5.85E-02,1.01E-01,8.40E-02,5.85E-02,4.38E-01,4.35E-01,8.20E-02,8.23E-02,6.85E-02,8.10E-02,7.92E-01
-2.27E+01,-2.22E+01,-2.22E+01,-2.04E+01,-1.96E+01,-2.01E+01,-1.94E+01,-1.95E+01,-2.05E+01,-2.27E+01,-2.23E+01,-2.26E+01,-2.29E+01,-2.10E+01,-2.10E+01,-2.19E+01,-2.22E+01,-2.08E+01,-2.07E+01,-2.34E+01
2.78E+00,3.00E+00,3.51E+00,1.39E+00,1.57E+00,1.83E+00,1.09E+00,5.81E-01,1.19E+00,3.06E+00,2.17E+00,2.38E+00,3.01E+00,2.24E+00,1.96E+00,2.84E+00,2.97E+00,3.57E+00,2.74E+00,2.11E+00
-9.78E-02,-2.17E-01,-5.92E-01,-9.81E-02,-5.97E-01,-1.80E+00,-2.14E+00,-1.69E+00,-8.94E-01,-7.81E-01,-7.53E-01,-9.46E-02,9.49E-01,8.73E-02,-1.58E-01,-1.17E+00,-7.76E-01,-1.48E+00,-1.21E+00,8.02E-01
-4.30E-01,-8.88E-01,-8.26E-01,-3.73E-01,-6.12E-01,1.05E-01,1.54E-01,-9.08E-03,-4.18E-01,-4.41E-01,-2.38E-02,-6.82E-01,-1.14E+00,-7.43E-01,-6.18E-01,-3.77E-02,-1.24E-01,-8.57E-01,-1.31E+00,-1.15E+00
-6.63E-01,1.70E-01,3.28E-01,-4.29E-01,-4.83E-01,-5.60E-01,-1.07E-01,-6.89E-02,-2.20E-01,-1.40E-01,5.76E-02,-2.10E-01,-5.00E-01,-4.09E-02,1.48E-02,-5.79E-01,-5.90E-01,-2.93E-01,6.18E-03,1.84E-01
-8.06E-01,-6.55E-01,-9.08E-01,4.51E-02,3.57E-01,-3.55E-01,-8.62E-01,-5.04E-01,-3.36E-01,-1.07E+00,-6.88E-02,3.44E-01,-3.93E-01,-8.64E-01,-7.26E-01,-1.00E-01,-3.13E-01,-6.24E-01,-8.11E-01,-5.19E-02
