6.83E-02,5.20E-02,6.98E-02,8.00E-02,9.61E-02,1.06E-01,9.21E-02,1.15E-01,1.13E-01,1.15E-01
3.60E-02,5.91E-02,4.57E-02,2.97E-02,1.83E-02,1.84E-02,1.86E-02,1.49E-02,2.19E-02,1.63E-02
2.70E+00,3.09E+00,2.83E+00,2.75E+00,2.31E+00,2.57E+00,2.63E+00,2.60E+00,2.89E+00,2.45E+00
1.85E-01,1.88E-01,1.83E-01,2.09E-01,2.35E-01,2.03E-01,2.07E-01,2.04E-01,1.71E-01,2.06E-01
1.82E-01,1.89E-01,2.12E-01,2.19E-01,2.33E-01,2.41E-01,2.37E-01,1.89E-01,1.69E-01,2.14E-01
8.73E-01,6.74E-01,2.28E-01,3.90E-01,4.87E-01,3.18E-01,3.61E-01,1.28E+00,1.11E+00,8.95E-01
0.00E+00,1.01E-03,1.42E-03,1.14E-03,1.06E-03,1.88E-03,3.31E-04,1.76E-03,5.62E-04,5.26E-04
1.84E-01,1.01E-01,6.88E-02,6.95E-02,5.70E-02,7.60E-02,7.62E-02,1.98E-01,1.67E-01,1.39E-01
-1.98E+01,-1.96E+01,-2.09E+01,-2.13E+01,-2.22E+01,-2.16E+01,-2.14E+01,-2.03E+01,-1.97E+01,-2.04E+01
1.36E+00,1.36E+00,2.41E+00,2.47E+00,2.32E+00,2.61E+00,2.58E+00,1.07E+00,1.46E+00,2.03E+00
-8.99E-02,4.71E-02,6.48E-01,1.04E+00,1.21E+00,7.73E-01,9.46E-01,-7.51E-01,-1.46E+00,-7.72E-01
-2.71E-01,-4.31E-01,-1.21E+00,-1.41E+00,-1.12E+00,-7.58E-01,-1.11E+00,1.44E-01,1.45E-03,-1.10E+00
-7.67E-01,-9.06E-01,-8.52E-01,-9.61E-01,-8.47E-01,-1.19E+00,-9.26E-01,-4.76E-01,-5.00E-01,1.40E-01
1.46E-01,-8.39E-02,-1.06E-01,-5.76E-01,-1.08E+00,-3.61E-01,-2.97E-01,-7.95E-02,-4.54E-02,-6.51E-01
-2.61E-01,-2.47E-01,8.85E-02,5.23E-01,4.10E-01,-2.24E-01,-2.46E-01,4.66E-02,6.62E-02,3.34E-01
-3.37E-01,-2.30E-01,-4.45E-01,-3.59E-01,-5.10E-01,-7.70E-01,-6.48E-01,-4.61E-01,-4.36E-01,-3.29E-01
1.21E-01,3.43E-01,1.05E-01,-2.82E-02,-1.65E-01,-7.17E-01,-6.32E-01,1.01E-02,-9.85E-02,-2.38E-01
-7.34E-01,-4.33E-01,-3.06E-01,-2.68E-01,-9.15E-02,-4.36E-01,-3.79E-01,-3.31E-01,-5.97E-01,-2.47E-01
-3.41E-01,-1.35E-02,-1.06E-01,-2.66E-01,-7.02E-01,-5.57E-02,7.57E-02,-3.09E-01,-4.27E-01,-4.53E-01
-9.18E-01,-6.19E-01,-5.32E-01,-3.63E-01,-4.72E-01,2.68E-01,2.66E-01,-5.30E-01,-7.54E-01,-4.89E-01
-5.95E-01,-6.91E-01,-4.64E-01,-6.20E-01,-7.78E-01,-1.25E-01,-3.21E-01,-7.69E-01,-7.48E-01,-8.25E-01
6.43E-03,7.07E-03,6.96E-03,6.23E-03,3.28E-02,5.53E-03,2.54E-03,2.57E-02,1.59E-02,1.54E-02
5.84E-03,1.08E-04,4.16E-04,1.08E-03,1.17E-03,1.74E-03,1.38E-03,6.68E-04,5.03E-03,1.10E-02
1.69E-03,2.77E-04,3.64E-04,3.67E-04,1.66E-03,3.51E-03,2.50E-04,7.44E-04,1.87E-03,1.29E-03
1.02E-04,3.44E-04,4.74E-04,1.29E-03,6.69E-04,8.70E-04,9.04E-04,6.99E-04,7.53E-04,2.01E-04
1.39E-04,2.58E-04,6.43E-04,2.66E-04,6.85E-04,8.85E-03,4.87E-03,2.46E-03,3.62E-03,6.10E-03
1.75E-03,1.21E-03,1.27E-04,2.31E-04,3.91E-04,1.92E-02,2.02E-02,2.76E-04,1.43E-03,3.18E-03
4.62E-04,5.87E-04,4.63E-04,4.20E-04,2.59E-04,3.16E-03,2.86E-03,2.19E-03,1.44E-03,1.55E-03
2.21E-04,2.46E-04,5.46E-04,9.24E-04,6.45E-04,8.78E-04,1.76E-03,2.22E-03,1.87E-03,2.10E-03
4.07E-04,1.49E-03,7.60E-04,1.22E-03,1.39E-04,5.80E-03,4.90E-03,1.13E-03,4.01E-03,3.54E-03
4.29E-03,4.73E-02,4.91E-02,6.53E-03,1.85E-03,1.84E-02,1.99E-02,2.12E-03,4.06E-03,7.14E-03
1.61E-01,3.63E-02,1.31E-02,3.50E-02,4.60E-02,7.29E-03,5.70E-03,2.39E-03,3.26E-03,3.92E-03
4.15E-02,1.41E-02,1.63E-02,2.31E-02,2.54E-02,2.92E-03,2.57E-02,4.51E-02,1.78E-02,1.53E-02
4.44E-02,1.53E-02,1.36E-02,1.06E-02,1.53E-02,5.97E-03,8.55E-03,1.33E-02,5.42E-03,5.09E-03
3,3,3,3,3,3,3,3,3,3
