1.59E-01,1.57E-01,4.29E-02,4.51E-02,4.68E-02,5.46E-02,7.05E-02,1.23E-01,1.62E-01,1.60E-01,1.17E-01,1.77E-01,2.19E-01,1.20E-01,1.17E-01,9.41E-02,7.94E-02,8.33E-02,2.11E-01
1.97E-02,8.34E-03,7.35E-03,1.01E-02,1.39E-02,2.08E-02,2.80E-02,2.19E-02,1.42E-02,1.19E-02,1.21E-02,7.71E-03,1.15E-02,1.44E-02,1.20E-02,1.22E-02,8.35E-03,1.99E-02,1.85E-02
2.00E+00,2.10E+00,2.40E+00,3.02E+00,3.13E+00,2.95E+00,2.96E+00,2.76E+00,2.69E+00,2.70E+00,2.76E+00,2.27E+00,2.29E+00,2.71E+00,3.03E+00,3.15E+00,2.88E+00,2.88E+00,2.83E+00
2.28E-01,2.88E-01,1.43E-01,1.21E-01,1.47E-01,1.53E-01,1.55E-01,2.19E-01,2.50E-01,2.33E-01,2.21E-01,2.42E-01,2.61E-01,2.49E-01,3.11E-01,3.02E-01,2.01E-01,1.70E-01,3.24E-01
2.87E-01,3.12E-01,1.88E-01,1.55E-01,1.60E-01,1.71E-01,1.62E-01,2.11E-01,2.35E-01,2.67E-01,2.83E-01,2.96E-01,3.20E-01,3.09E-01,2.83E-01,2.82E-01,2.46E-01,2.20E-01,3.07E-01
3.61E-01,5.11E-01,1.96E-01,2.96E-01,6.09E-01,5.03E-01,8.33E-01,1.32E+00,1.50E+00,4.50E-01,3.14E-01,4.67E-01,2.44E-01,1.69E-01,9.03E-01,8.46E-01,4.59E-01,3.65E-01,7.04E-01
0.00E+00,1.15E-03,1.52E-03,3.60E-03,1.45E-03,1.66E-03,9.54E-04,1.07E-03,8.69E-04,1.54E-03,1.23E-03,8.44E-04,3.55E-03,6.85E-04,1.77E-03,3.09E-04,8.62E-04,9.11E-04,4.38E-04
7.00E-02,7.20E-02,7.07E-02,7.20E-02,1.03E-01,9.17E-02,1.52E-01,1.63E-01,1.77E-01,8.10E-02,5.30E-02,7.98E-02,6.10E-02,6.05E-02,1.61E-01,1.34E-01,8.92E-02,8.97E-02,9.45E-02
-2.22E+01,-2.28E+01,-2.34E+01,-2.29E+01,-2.11E+01,-2.05E+01,-2.07E+01,-2.02E+01,-2.07E+01,-2.21E+01,-2.30E+01,-2.28E+01,-2.28E+01,-2.37E+01,-2.19E+01,-2.19E+01,-2.23E+01,-2.15E+01,-2.21E+01
3.04E+00,2.61E+00,3.17E+00,2.90E+00,2.09E+00,1.95E+00,1.83E+00,9.90E-01,1.18E+00,2.08E+00,2.97E+00,2.57E+00,3.25E+00,3.73E+00,2.50E+00,2.47E+00,3.22E+00,3.24E+00,2.70E+00
-7.89E-01,5.82E-01,5.34E-01,-8.91E-01,-7.45E-01,-1.10E+00,-1.88E+00,-2.05E+00,-8.64E-01,4.58E-02,-5.61E-01,-8.76E-01,1.72E-01,1.12E+00,-1.06E-01,-2.20E-01,-9.91E-01,-1.36E+00,-2.78E-01
-7.17E-01,-7.33E-01,-1.13E+00,-4.57E-01,-5.13E-01,-4.57E-01,2.14E-01,9.56E-02,-2.18E-01,-5.44E-01,4.23E-02,-9.71E-03,-1.06E+00,-1.43E+00,-8.65E-01,-8.68E-01,4.76E-02,-3.83E-02,-5.36E-01
-8.05E-02,-2.36E-01,-1.01E-02,-2.40E-01,-5.38E-01,-5.66E-01,-4.19E-01,-6.47E-02,-1.78E-01,-1.34E-01,1.03E-01,2.34E-01,-3.81E-01,-5.51E-01,2.21E-01,2.47E-01,7.82E-02,-1.35E-01,1.83E-01
-9.73E-01,-8.34E-01,-1.13E+00,-2.54E-01,1.00E-01,1.98E-01,-4.73E-01,-8.55E-01,-4.55E-01,-3.07E-01,-7.80E-01,-1.22E-01,-6.75E-02,-5.44E-01,-8.37E-01,-6.59E-01,-3.69E-01,-4.69E-01,-6.48E-01
-2.30E-01,1.34E-01,2.16E-01,-3.56E-01,-7.17E-02,-2.15E-02,3.93E-01,-7.08E-02,-4.42E-01,-3.72E-01,2.33E-01,-1.84E-01,-3.88E-01,3.79E-02,3.30E-01,4.36E-01,3.10E-01,4.25E-01,5.12E-01
1.38E-01,-1.37E-01,3.84E-02,7.72E-02,8.92E-02,-5.45E-02,-2.00E-01,-3.95E-01,-3.68E-01,1.77E-02,-2.29E-01,-1.03E-01,1.69E-01,2.26E-01,-1.35E-01,-1.00E-01,-3.88E-01,-2.16E-01,-2.04E-01
-9.30E-01,-9.43E-01,-6.38E-01,-1.62E-01,-9.10E-02,-1.04E-01,-5.56E-01,-6.95E-01,-4.21E-01,-2.56E-01,-3.65E-01,-1.81E-01,-9.91E-02,-3.97E-01,-3.80E-01,-4.74E-01,-3.02E-01,-2.19E-01,2.54E-03
-1.21E+00,-9.72E-01,-8.81E-01,-5.76E-01,-7.28E-01,-7.36E-01,-6.02E-01,-5.52E-01,-4.07E-01,1.24E-01,2.62E-01,-1.46E-01,-6.56E-01,-6.00E-01,-3.53E-02,-2.14E-01,-1.63E-01,-2.51E-01,-4.79E-01
-4.93E-01,-4.99E-01,-5.78E-01,1.43E-01,-3.70E-01,-7.36E-01,-8.33E-01,-8.08E-01,-3.62E-01,-2.20E-01,-2.72E-01,-7.16E-03,-6.67E-01,-8.89E-01,-7.11E-01,-7.89E-01,-4.90E-01,-8.50E-01,-1.08E+00
8.60E-02,-1.86E-02,-2.05E-01,-6.34E-01,-4.74E-01,-6.29E-01,-1.20E+00,-6.22E-01,-3.36E-01,-6.43E-01,-3.22E-01,-7.50E-01,-6.20E-01,-4.23E-01,-6.50E-01,-6.62E-01,-6.81E-01,-8.58E-01,-1.14E+00
6.63E-01,4.19E-01,-2.99E-01,-8.65E-01,-6.38E-01,-4.97E-01,-1.19E-01,1.87E-01,-5.10E-01,-8.58E-01,-7.97E-01,-5.58E-01,-2.34E-01,-4.15E-01,-6.36E-01,-4.92E-01,-4.73E-01,-5.32E-01,-4.41E-01
7.01E-03,4.58E-03,7.79E-03,9.76E-03,9.23E-03,1.80E-03,3.09E-03,9.39E-03,1.43E-02,1.51E-02,1.72E-03,1.39E-03,2.11E-02,2.51E-02,9.41E-03,1.41E-02,2.87E-03,1.56E-02,1.07E-02
