2.41E-01,2.38E-01,4.71E-02,4.51E-02,5.54E-02,5.43E-02,5.74E-02,1.22E-01,1.66E-01,1.16E-01,8.35E-02,2.27E-01,2.04E-01,1.16E-01,1.12E-01,4.10E-02,1.12E-01,1.10E-01,2.41E-01
4.86E-02,3.01E-02,1.43E-02,2.90E-02,2.62E-02,1.72E-02,2.50E-02,1.97E-02,1.45E-02,1.86E-02,1.23E-02,5.45E-03,1.46E-02,2.02E-02,1.48E-02,1.58E-02,1.39E-02,2.34E-02,1.96E-02
2.29E+00,1.91E+00,2.46E+00,2.79E+00,2.78E+00,2.74E+00,2.97E+00,2.79E+00,2.64E+00,2.89E+00,2.63E+00,2.50E+00,2.12E+00,2.71E+00,3.18E+00,3.03E+00,2.79E+00,2.91E+00,2.64E+00
2.44E-01,3.05E-01,1.27E-01,1.44E-01,1.62E-01,1.67E-01,1.32E-01,2.24E-01,2.66E-01,2.01E-01,1.57E-01,3.14E-01,2.57E-01,3.06E-01,3.14E-01,1.07E-01,3.04E-01,2.80E-01,3.32E-01
3.06E-01,3.42E-01,1.84E-01,1.80E-01,1.80E-01,1.79E-01,1.54E-01,2.38E-01,2.79E-01,2.61E-01,2.02E-01,3.42E-01,3.31E-01,2.89E-01,2.83E-01,1.43E-01,3.16E-01,3.03E-01,3.07E-01
8.80E-01,8.64E-01,1.87E-01,3.73E-01,6.96E-01,7.34E-01,6.09E-01,8.90E-01,6.34E-01,3.73E-01,3.32E-01,4.94E-01,1.67E-01,5.58E-01,8.72E-01,2.82E-01,5.72E-01,4.63E-01,7.63E-01
0.00E+00,8.44E-04,2.10E-03,1.74E-03,1.11E-03,1.94E-03,1.35E-03,7.43E-04,1.04E-03,1.15E-03,1.28E-03,1.51E-03,2.24E-03,8.50E-04,8.87E-04,1.47E-03,1.10E-03,1.01E-03,3.10E-04
1.17E-01,1.14E-01,6.85E-02,6.93E-02,1.11E-01,1.34E-01,1.14E-01,1.17E-01,8.25E-02,8.03E-02,7.60E-02,7.15E-02,6.07E-02,6.20E-02,1.52E-01,7.95E-02,8.10E-02,8.18E-02,1.18E-01
-2.08E+01,-2.16E+01,-2.24E+01,-2.12E+01,-2.02E+01,-2.10E+01,-2.07E+01,-2.06E+01,-2.13E+01,-2.18E+01,-2.22E+01,-2.31E+01,-2.38E+01,-2.24E+01,-2.17E+01,-2.21E+01,-2.20E+01,-2.17E+01,-2.20E+01
2.79E+00,2.51E+00,3.87E+00,2.30E+00,1.80E+00,1.69E+00,2.75E+00,1.75E+00,2.47E+00,2.72E+00,2.66E+00,2.88E+00,3.81E+00,2.86E+00,2.38E+00,3.59E+00,3.25E+00,2.84E+00,2.53E+00
-2.22E+00,-1.08E+00,-6.55E-01,-1.15E+00,-9.06E-01,-5.90E-01,-1.82E+00,-9.28E-01,1.33E-01,-4.40E-01,-7.87E-01,8.08E-02,8.47E-01,8.33E-01,-1.85E-01,-1.29E+00,-2.50E-01,-6.51E-01,-3.96E-01
