1.59E-01,1.57E-01,4.29E-02,4.54E-02,4.68E-02,5.03E-02,5.71E-02,1.21E-01,1.67E-01,1.17E-01,8.24E-02,2.25E-01,2.04E-01,1.17E-01,1.12E-01,4.60E-02,7.90E-02,1.34E-01,2.80E-01
1.97E-02,8.34E-03,7.35E-03,1.01E-02,1.61E-02,2.01E-02,2.37E-02,1.68E-02,1.24E-02,1.57E-02,1.06E-02,4.71E-03,1.24E-02,1.71E-02,1.25E-02,1.11E-02,1.15E-02,1.88E-02,1.40E-02
2.00E+00,2.10E+00,2.40E+00,3.02E+00,3.12E+00,2.79E+00,2.92E+00,2.81E+00,2.68E+00,2.90E+00,2.64E+00,2.40E+00,2.13E+00,2.74E+00,3.17E+00,3.09E+00,2.85E+00,2.78E+00,2.42E+00
2.28E-01,2.88E-01,1.43E-01,1.21E-01,1.65E-01,1.53E-01,1.48E-01,2.25E-01,2.65E-01,2.03E-01,1.51E-01,3.12E-01,2.56E-01,3.06E-01,3.12E-01,1.22E-01,1.90E-01,2.67E-01,3.39E-01
2.87E-01,3.12E-01,1.88E-01,1.55E-01,1.93E-01,1.74E-01,1.81E-01,2.38E-01,2.79E-01,2.62E-01,1.94E-01,3.41E-01,3.30E-01,2.88E-01,2.82E-01,1.51E-01,2.42E-01,2.77E-01,3.03E-01
3.61E-01,5.11E-01,1.96E-01,2.96E-01,5.35E-01,4.84E-01,6.27E-01,8.89E-01,6.23E-01,3.78E-01,3.21E-01,4.83E-01,1.66E-01,5.48E-01,8.68E-01,4.12E-01,3.58E-01,5.36E-01,9.40E-01
0.00E+00,1.15E-03,1.52E-03,3.60E-03,1.63E-03,7.69E-04,1.11E-03,7.63E-04,1.00E-03,1.18E-03,1.37E-03,1.54E-03,2.27E-03,8.19E-04,9.25E-04,1.00E-03,6.42E-04,8.36E-04,5.56E-04
7.00E-02,7.20E-02,7.07E-02,7.20E-02,8.30E-02,8.15E-02,1.14E-01,1.17E-01,8.25E-02,8.03E-02,7.50E-02,7.15E-02,6.07E-02,6.17E-02,1.51E-01,8.97E-02,8.72E-02,9.12E-02,1.58E-01
-2.22E+01,-2.28E+01,-2.34E+01,-2.29E+01,-2.13E+01,-2.09E+01,-2.06E+01,-2.08E+01,-2.16E+01,-2.20E+01,-2.25E+01,-2.33E+01,-2.40E+01,-2.27E+01,-2.19E+01,-2.20E+01,-2.22E+01,-2.20E+01,-2.18E+01
3.04E+00,2.61E+00,3.17E+00,2.90E+00,2.07E+00,2.09E+00,2.60E+00,1.75E+00,2.47E+00,2.69E+00,2.73E+00,2.92E+00,3.81E+00,2.96E+00,2.40E+00,3.27E+00,3.42E+00,2.79E+00,2.31E+00
-7.89E-01,5.82E-01,5.34E-01,-8.91E-01,-5.28E-01,-5.78E-01,-1.63E+00,-9.67E-01,1.01E-01,-4.20E-01,-7.85E-01,9.66E-02,8.48E-01,1.01E+00,-1.64E-01,-1.66E+00,-9.49E-01,-2.74E-01,-4.74E-01
-7.17E-01,-7.33E-01,-1.13E+00,-4.57E-01,-5.74E-01,-4.15E-01,-2.09E-01,-4.32E-01,-1.30E+00,-9.83E-02,1.85E-01,-6.08E-01,-1.20E+00,-1.51E+00,-8.92E-01,8.62E-02,9.37E-02,-6.18E-01,-9.43E-01
-8.05E-02,-2.36E-01,-1.01E-02,-2.40E-01,-4.82E-01,-7.78E-01,-4.23E-01,-1.42E-01,-5.69E-02,3.81E-02,1.49E-01,-3.89E-02,-7.90E-01,-2.16E-01,2.29E-01,1.43E-01,6.57E-02,7.00E-02,-3.59E-01
-9.73E-01,-8.34E-01,-1.13E+00,-2.54E-01,7.68E-02,5.42E-02,-1.31E-01,-1.84E-01,-1.66E-01,-5.05E-01,-1.95E-01,1.43E-01,-3.82E-01,-6.56E-01,-7.97E-01,-4.01E-01,-3.89E-01,-7.35E-01,-6.10E-01
-2.30E-01,1.34E-01,2.16E-01,-3.56E-01,-6.06E-02,1.09E-01,2.40E-01,4.61E-02,-5.02E-01,-1.80E-01,-7.98E-02,-4.09E-01,-1.44E-02,1.55E-01,3.46E-01,3.08E-01,3.09E-01,4.38E-01,2.16E-01
1.38E-01,-1.37E-01,3.84E-02,7.72E-02,1.32E-01,-9.70E-02,-4.84E-01,-2.43E-01,8.57E-02,-3.01E-02,-1.92E-01,3.16E-02,2.92E-01,-6.85E-02,-1.20E-01,-5.29E-01,-4.00E-01,-2.08E-01,-2.03E-01
